trt_imdb_score,trt_duration,trt_language,country,trt_content_rating,trt_aspect_ratio,trt_genre
5,longa_metragem,english,USA,R,American Widescreen,Fantasy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
<4,longa_metragem,english,Germany,PG-13,American Widescreen,Action
5,longa_metragem,english,USA,PG,Anamorphic Projection,Adventure
5,longa_metragem,english,USA,R,American Widescreen,Drama
5,longa_metragem,other,UK,G,Anamorphic Projection,Adventure
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,Anamorphic Projection,Horror
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
<4,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Biography
<4,longa_metragem,english,USA,PG-13,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Biography
6-7,longa_metragem,english,Chile,PG-13,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
8-10,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,American Widescreen,Biography
6-7,longa_metragem,english,USA,PG,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Adventure
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,New Zealand,PG-13,Anamorphic Projection,Biography
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,Canada,R,American Widescreen,Drama
<4,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,Canada,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Biography
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,Italy,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,other,France,R,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,France,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
5,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
<4,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,Germany,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,G,American Widescreen,Adventure
5,longa_metragem,english,USA,G,American Widescreen,Adventure
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Biography
6-7,longa_metragem,english,UK,G,Anamorphic Projection,Action
5,longa_metragem,english,UK,PG,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
8-10,longa_metragem,other,Japan,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
8-10,longa_metragem,english,USA,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
8-10,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Mystery
5,longa_metragem,english,UK,PG,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,Ireland,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
5,longa_metragem,english,USA,PG,Anamorphic Projection,Biography
6-7,longa_metragem,english,UK,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,other,France,PG-13,Anamorphic Projection,Biography
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Fantasy
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,Australia,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,G,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Biography
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Biography
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Crime
6-7,longa_metragem,english,UK,PG-13,American Widescreen,Comedy
5,longa_metragem,english,Canada,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,Germany,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG-13,American Widescreen,Action
<4,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,G,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
5,longa_metragem,english,France,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,other,Netherlands,R,Anamorphic Projection,Drama
6-7,longa_metragem,other,France,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,other,France,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Animation
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
<4,longa_metragem,english,USA,PG,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,Germany,PG-13,American Widescreen,Biography
6-7,longa_metragem,english,France,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
<4,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,France,R,Anamorphic Projection,Drama
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,Canada,R,American Widescreen,Horror
8-10,longa_metragem,english,USA,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Drama
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
8-10,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Action
5,longa_metragem,english,USA,PG,Anamorphic Projection,Adventure
<4,longa_metragem,english,USA,PG,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
<4,longa_metragem,english,USA,PG,American Widescreen,Adventure
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Action
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
5,longa_metragem,english,USA,PG,Anamorphic Projection,Drama
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Biography
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Fantasy
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Drama
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,G,European Widescreen,Adventure
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Biography
5,longa_metragem,english,USA,G,American Widescreen,Adventure
<4,longa_metragem,english,USA,PG-13,American Widescreen,Drama
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,G,American Widescreen,Animation
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Adventure
<4,longa_metragem,english,USA,PG-13,American Widescreen,Adventure
8-10,longa_metragem,english,USA,R,American Widescreen,Biography
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Crime
5,longa_metragem,english,USA,PG-13,American Widescreen,Horror
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Adventure
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Biography
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,France,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,American Widescreen,Comedy
<4,longa_metragem,english,Japan,PG-13,American Widescreen,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Crime
8-10,longa_metragem,english,USA,R,American Widescreen,Drama
5,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
6-7,longa_metragem,english,Australia,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
5,longa_metragem,english,Hungary,PG,American Widescreen,Adventure
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Horror
6-7,longa_metragem,english,Australia,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG,American Widescreen,Adventure
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
8-10,longa_metragem,english,USA,R,American Widescreen,Horror
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Adventure
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
5,longa_metragem,english,France,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,media_metragem,english,USA,G,American Widescreen,Animation
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,other,Hong Kong,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,G,American Widescreen,Comedy
6-7,longa_metragem,other,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,G,Cinemarama,Biography
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,France,PG-13,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Biography
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Drama
<4,longa_metragem,english,USA,PG,American Widescreen,Action
6-7,longa_metragem,english,UK,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,UK,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,Australia,PG-13,Early Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Adventure
<4,longa_metragem,english,Germany,PG,Anamorphic Projection,Comedy
5,longa_metragem,english,Germany,PG-13,American Widescreen,Action
<4,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
<4,longa_metragem,english,USA,G,American Widescreen,Adventure
5,longa_metragem,english,USA,PG-13,American Widescreen,Drama
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
5,longa_metragem,english,Russia,R,American Widescreen,Action
6-7,longa_metragem,english,Canada,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,UK,R,European Widescreen,Biography
6-7,longa_metragem,english,UK,R,American Widescreen,Biography
6-7,longa_metragem,english,USA,R,American Widescreen,Animation
6-7,longa_metragem,english,USA,PG,American Widescreen,Biography
<4,longa_metragem,english,Canada,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Biography
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
8-10,longa_metragem,other,Japan,PG-13,American Widescreen,Adventure
6-7,longa_metragem,other,France,PG-13,Anamorphic Projection,Comedy
<4,longa_metragem,english,USA,PG,Anamorphic Projection,Biography
6-7,longa_metragem,english,Australia,R,Anamorphic Projection,Crime
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Biography
<4,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
6-7,longa_metragem,english,Australia,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Crime
5,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,other,Japan,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Action
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
5,longa_metragem,english,USA,R,American Widescreen,Crime
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,other,China,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,other,Germany,R,American Widescreen,Action
8-10,longa_metragem,english,USA,PG-13,Anamorphic Projection,Adventure
5,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
5,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
5,longa_metragem,english,USA,R,Academy Capture,Horror
8-10,longa_metragem,english,USA,PG,Academy Capture,Adventure
5,longa_metragem,english,USA,R,Early Widescreen,Horror
<4,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,Belgium,R,Anamorphic Projection,Biography
<4,longa_metragem,english,UK,G,American Widescreen,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Horror
8-10,longa_metragem,other,Japan,PG,American Widescreen,Adventure
6-7,longa_metragem,english,UK,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Adventure
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,G,American Widescreen,Family
6-7,longa_metragem,english,France,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,Canada,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,USA,R,American Widescreen,Comedy
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
5,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,media_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Action
8-10,longa_metragem,english,USA,R,Anamorphic Projection,Biography
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
5,longa_metragem,english,USA,PG-13,American Widescreen,Drama
5,longa_metragem,english,USA,PG-13,American Widescreen,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Fantasy
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Biography
5,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG,Anamorphic Projection,Action
8-10,longa_metragem,english,USA,R,American Widescreen,Biography
5,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Adventure
5,longa_metragem,english,USA,PG,Anamorphic Projection,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Adventure
6-7,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Biography
5,longa_metragem,english,Canada,PG-13,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
5,longa_metragem,english,USA,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Drama
<4,longa_metragem,english,USA,PG-13,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Drama
5,longa_metragem,english,USA,PG-13,Anamorphic Projection,Comedy
5,longa_metragem,english,USA,PG,Early Widescreen,Adventure
6-7,longa_metragem,english,Canada,R,American Widescreen,Comedy
5,longa_metragem,english,USA,R,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG,Anamorphic Projection,Action
6-7,longa_metragem,english,Germany,R,Anamorphic Projection,Biography
6-7,longa_metragem,english,USA,R,American Widescreen,Biography
6-7,longa_metragem,english,USA,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,other,Russia,R,Anamorphic Projection,Adventure
6-7,longa_metragem,english,UK,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG,American Widescreen,Action
6-7,longa_metragem,english,UK,PG-13,70mm Frame,Drama
6-7,longa_metragem,english,Greece,PG-13,Anamorphic Projection,Adventure
6-7,longa_metragem,english,USA,R,Anamorphic Projection,Comedy
6-7,longa_metragem,english,Australia,R,Anamorphic Projection,Biography
6-7,longa_metragem,other,Germany,R,American Widescreen,Drama
5,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,Spain,R,Anamorphic Projection,Action
6-7,longa_metragem,english,France,R,Anamorphic Projection,Action
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Drama
6-7,longa_metragem,english,USA,PG,American Widescreen,Action
8-10,longa_metragem,english,UK,PG-13,Anamorphic Projection,Drama
6-7,longa_metragem,english,France,R,Anamorphic Projection,Action
<4,longa_metragem,english,USA,PG,Anamorphic Projection,Drama
6-7,longa_metragem,english,USA,R,American Widescreen,Crime
6-7,longa_metragem,english,USA,PG-13,American Widescreen,Fantasy
8-10,longa_metragem,english,USA,R,American Widescreen,Action
6-7,longa_metragem,english,USA,R,70mm Frame,Drama
5,longa_metragem,english,USA,R,Anamorphic Projection,Horror
6-7,longa_metragem,english,USA,R,American Widescreen,Comedy
6-7,longa_metragem,english,USA,R,American Widescreen,Adventure
