,imdb_score,duration,genres,plot_keywords,language,country,movie_title,gross,content_rating,budget,title_year,aspect_ratio,trt_movie_title,trt_genre,trt_lucro,trt_content_rating,trt_imdb_score,trt_imdb_class_score
1824,3.6,89.0,Action|Adventure|Comedy|Family|Sci-Fi,2010s|3 dimensional|breath holding contest|child spy|spy,English,USA,Spy Kids: All the Time in the World in 4D ,38536376.0,PG,27000000.0,2011.0,1.85,spy kids: all the time in the world in 4d,Action,42.72731851851852,PG,3,<4
1825,6.7,98.0,Crime|Drama|Thriller,death|hostage|money|shot in the chest|shot in the heart,English,USA,Money Monster ,41008532.0,R,27000000.0,2016.0,2.35,money monster,Crime,51.883451851851845,R,6,>5 & <=7
1826,6.3,93.0,Action|Comedy|Crime|Thriller,american in the uk|drug lord|drugs|gangster|organized crime,English,UK,Formula 51 ,5204007.0,R,28000000.0,2001.0,2.35,formula 51,Action,-81.41426071428572,R,6,>5 & <=7
1827,6.4,112.0,Comedy|Crime|Drama,gay interest|gay lead character|gay republican|homosexual|neighbor,English,USA,Flawless ,4485485.0,R,15000000.0,1999.0,1.85,flawless,Comedy,-70.09676666666667,R,6,>5 & <=7
1828,6.4,101.0,Crime|Horror|Mystery|Thriller,fbi|group|island|serial killer|training,English,USA,Mindhunters ,4476235.0,R,27000000.0,2004.0,2.35,mindhunters,Crime,-83.42135185185185,R,6,>5 & <=7
1829,5.7,104.0,Comedy|Drama,actor|agent|beard|cannes|hollywood,English,USA,What Just Happened ,1089365.0,R,25000000.0,2008.0,2.35,what just happened,Comedy,-95.64254,R,5,>4 & <=5
1830,6.2,120.0,Drama|Thriller,eiffel tower|nazi|police|ritual|stew,English,Canada,The Statement ,763044.0,R,23000000.0,2003.0,1.85,the statement,Drama,-96.68241739130434,R,6,>5 & <=7
1832,5.2,91.0,Action|Comedy|Crime,cell phone|hostage|mall|security guard|text messaging,English,USA,Paul Blart: Mall Cop ,20819129.0,PG,26000000.0,2009.0,1.85,paul blart: mall cop,Action,-19.926426923076924,PG,5,>4 & <=5
1833,6.1,97.0,Comedy|Family|Fantasy|Music|Romance,body swap|camera shot of feet|foot closeup|reference to keith richards|reference to the rolling stones,English,USA,Freaky Friday ,110222438.0,PG,26000000.0,2003.0,1.85,freaky friday,Comedy,323.93245384615386,PG,6,>5 & <=7
1834,7.1,133.0,Comedy|Romance,40 year old|car accident|cheating on girlfriend|collection|porno movie,English,USA,The 40-Year-Old Virgin ,109243478.0,R,26000000.0,2005.0,1.85,the 40-year-old virgin,Comedy,320.16722307692305,R,7,>5 & <=7
1835,7.2,123.0,Comedy|Drama|Romance,actor|audition|muse|playwright|theater,English,USA,Shakespeare in Love ,100241322.0,R,25000000.0,1998.0,2.35,shakespeare in love,Comedy,300.965288,R,7,>5 & <=7
1836,6.5,114.0,Crime|Drama|Mystery|Thriller,drug dealer|ex cop|murder of wife|revenge|violence,English,USA,A Walk Among the Tombstones ,25977365.0,R,28000000.0,2014.0,2.35,a walk among the tombstones,Crime,-7.2236964285714285,R,6,>5 & <=7
1837,6.0,111.0,Action|Comedy|Crime,astoria|kindergarten|kindergarten teacher|school|teacher,English,USA,Kindergarten Cop ,91457688.0,PG-13,26000000.0,1990.0,1.85,kindergarten cop,Action,251.76033846153848,PG-13,6,>5 & <=7
1838,7.0,117.0,Action|Comedy|Crime,murder|paranoia|process server|roach|stoner,English,USA,Pineapple Express ,87341380.0,R,27000000.0,2008.0,2.35,pineapple express,Action,223.4865925925926,R,7,>5 & <=7
1839,7.0,121.0,Comedy|Drama|Romance,based on fairy tale|bechdel test passed|cinderella|fairy tale|leonardo da vinci,English,USA,Ever After: A Cinderella Story ,65703412.0,PG-13,26000000.0,1998.0,2.35,ever after: a cinderella story,Comedy,152.7054307692308,PG-13,7,>5 & <=7
1840,7.5,139.0,Drama|Romance|Western,boss|cattle|cowboy|rancher|violence,English,USA,Open Range ,58328680.0,R,22000000.0,2003.0,2.35,open range,Drama,165.13036363636365,R,7,>5 & <=7
1841,6.6,115.0,Drama|Horror|Sci-Fi|Thriller,childhood trauma|death|medical student|memory|near death experience,English,USA,Flatliners ,61490000.0,R,26000000.0,1990.0,2.35,flatliners,Drama,136.5,R,6,>5 & <=7
1843,7.4,175.0,Drama|History|War,airborne troops|allies|operation market garden|panzer|paratrooper,English,USA,A Bridge Too Far ,50800000.0,PG,26000000.0,1977.0,2.35,a bridge too far,Drama,95.38461538461539,PG,7,>5 & <=7
1844,6.5,85.0,Mystery|Thriller,airport|flight|hotel|hotel manager|plane,English,USA,Red Eye ,57859105.0,PG-13,26000000.0,2005.0,2.35,red eye,Mystery,122.53501923076924,PG-13,6,>5 & <=7
1845,6.2,90.0,Horror|Thriller,car accident|death|freak accident|hospital|premonition,English,USA,Final Destination 2 ,46455802.0,R,26000000.0,2003.0,1.85,final destination 2,Horror,78.67616153846154,R,6,>5 & <=7
1846,7.8,107.0,Adventure|Comedy|Crime|Music,baby|bank|blind prophet|convict|sirens,English,UK,"O Brother, Where Art Thou? ",45506619.0,PG-13,26000000.0,2000.0,2.35,"o brother, where art thou?",Adventure,75.0254576923077,PG-13,7,>5 & <=7
1847,5.2,100.0,Action|Fantasy|Horror,angel|diner|faith|human race|religious faith,English,USA,Legion ,40168080.0,R,26000000.0,2010.0,2.35,legion,Action,54.492615384615384,R,5,>4 & <=5
1848,6.5,129.0,Comedy|Crime|Drama,american dream|bodybuilder|money|punch into the camera|reference to julia roberts,English,USA,Pain & Gain ,49874933.0,R,26000000.0,2013.0,2.35,pain & gain,Comedy,91.82666538461538,R,6,>5 & <=7
1849,6.5,109.0,Comedy|Drama|Romance,company|corporate takeover|executive|magazine|new boss,English,USA,In Good Company ,45489752.0,PG-13,26000000.0,2004.0,1.85,in good company,Comedy,74.96058461538462,PG-13,6,>5 & <=7
1850,5.2,94.0,Action|Adventure|Comedy|Sci-Fi|Thriller,frozen time|stopped time|time freeze|watch|wristwatch,English,USA,Clockstoppers ,36985501.0,PG,26000000.0,2002.0,1.85,clockstoppers,Action,42.25192692307692,PG,5,>4 & <=5
1851,7.2,133.0,Action|Crime|Drama|Western,1880s|kiss|small town|table broken in fight|wild west,English,USA,Silverado ,33200000.0,PG-13,26000000.0,1985.0,2.35,silverado,Action,27.692307692307693,PG-13,7,>5 & <=7
1852,7.1,105.0,Drama|Thriller,afghanistan|death of soldier|presumed dead|prisoner|war trauma,English,USA,Brothers ,28501651.0,R,26000000.0,2009.0,2.35,brothers,Drama,9.621734615384616,R,7,>5 & <=7
1853,4.5,100.0,Action|Adventure|Comedy|Family|Romance|Sci-Fi,chase|evil scientist|gadget|mind control|tough girl,English,USA,Agent Cody Banks 2: Destination London ,23222861.0,PG,26000000.0,2004.0,2.35,agent cody banks 2: destination london,Action,-10.681303846153845,PG,4,<4
1854,5.7,113.0,Comedy|Romance,expecting|kiss|new year|new year's eve|singer,English,USA,New Year's Eve ,54540525.0,PG-13,56000000.0,2011.0,1.85,new year's eve,Comedy,-2.606205357142857,PG-13,5,>4 & <=5
1855,6.0,118.0,Drama|Mystery|Romance|Thriller,delaware|erotica|money|pursuit|sex scene,English,France,Original Sin ,16252765.0,R,42000000.0,2001.0,2.35,original sin,Drama,-61.30294047619048,R,6,>5 & <=7
1856,6.4,110.0,Crime|Mystery|Thriller,mask|murder|newspaper|poem|serial killer,English,USA,The Raven ,16005978.0,R,26000000.0,2012.0,2.35,the raven,Crime,-38.438546153846154,R,6,>5 & <=7
1857,5.2,110.0,Comedy|Romance,mayor|pink panties|upskirt|white panties|yellow panties,English,USA,Welcome to Mooseport ,14469428.0,PG-13,26000000.0,2004.0,1.85,welcome to mooseport,Comedy,-44.34835384615385,PG-13,5,>4 & <=5
1858,4.3,99.0,Action|Fantasy|Romance|Sci-Fi,cave|highlander|illusion|immortal|japan,English,Canada,Highlander: The Final Dimension ,13829734.0,PG-13,26000000.0,1994.0,2.35,highlander: the final dimension,Action,-46.80871538461538,PG-13,4,<4
1859,6.1,101.0,Crime|Drama|Thriller,diamond|necklace|safecracker|wine|wine dealer,English,USA,Blood and Wine ,1075288.0,R,22000000.0,1996.0,1.85,blood and wine,Crime,-95.11232727272727,R,6,>5 & <=7
1861,6.8,103.0,Comedy|Crime|Mystery|Romance,efficiency expert|insurance investigator|magician|scorpion|thief,English,USA,The Curse of the Jade Scorpion ,7496522.0,PG-13,26000000.0,2001.0,1.37,the curse of the jade scorpion,Comedy,-71.16722307692308,PG-13,6,>5 & <=7
1863,5.2,95.0,Adventure|Family,dolphin|florida|florida keys|summer|vomiting,English,USA,Flipper ,20047715.0,PG,25530000.0,1996.0,2.35,flipper,Adventure,-21.473893458676066,PG,5,>4 & <=5
1864,6.5,117.0,Action|Mystery|Sci-Fi|Thriller,cancer|elderly man|funeral|medical|transhumanism,English,USA,Self/less ,12276810.0,PG-13,26000000.0,2015.0,2.35,self/less,Action,-52.7815,PG-13,6,>5 & <=7
1865,7.5,129.0,Drama|Mystery|Romance|Thriller,death|diplomat|doctor|kenya|murder,English,UK,The Constant Gardener ,33565375.0,R,15000000.0,2005.0,1.85,the constant gardener,Drama,123.76916666666666,R,7,>5 & <=7
1866,7.1,120.0,Drama,anti semitism|cult film|grindhouse|suffering|torture,Aramaic,USA,The Passion of the Christ ,499263.0,R,30000000.0,2004.0,2.35,the passion of the christ,Drama,-98.33579,R,7,>5 & <=7
1867,6.9,125.0,Comedy|Drama|Family|Romance,actor|based on novel|fancy restaurant|male actor playing a female character|party,English,USA,Mrs. Doubtfire ,219200000.0,PG-13,25000000.0,1993.0,2.35,mrs. doubtfire,Comedy,776.8,PG-13,6,>5 & <=7
1868,8.0,133.0,Drama,buick|convertible|last will and testament|savant|travel,English,USA,Rain Man ,172825435.0,R,25000000.0,1988.0,1.85,rain man,Drama,591.30174,R,8,>7 & <=10
1869,8.2,116.0,Drama,gang|gang rape|hmong|teenager|widower,English,USA,Gran Torino ,148085755.0,R,33000000.0,2008.0,2.35,gran torino,Drama,348.7447121212121,R,8,>7 & <=10
1870,6.4,129.0,Biography|Drama|History,bible|cabinet meeting|dog|drinking|family relationships,English,USA,W. ,25517500.0,PG-13,25100000.0,2008.0,2.35,w.,Biography,1.6633466135458168,PG-13,6,>5 & <=7
1871,7.9,93.0,Action|Thriller,agent|cia|france|rescue|teenage abduction,English,France,Taken ,145000989.0,PG-13,25000000.0,2008.0,2.35,taken,Action,480.003956,PG-13,7,>5 & <=7
1872,6.7,118.0,Drama|Romance,adultery|based on novel|heart transplant|infidelity|protective male,English,USA,The Best of Me ,26761283.0,PG-13,26000000.0,2014.0,2.35,the best of me,Drama,2.928011538461538,PG-13,6,>5 & <=7
1873,6.1,129.0,Action|Drama|Music|Romance,bodyguard|manager|pop singer|secret service agent|singer,English,USA,The Bodyguard ,121945720.0,R,25000000.0,1992.0,1.85,the bodyguard,Action,387.78288000000003,R,6,>5 & <=7
1874,8.9,185.0,Biography|Drama|History,german|german soldier|jew|jewish|nazi,English,USA,Schindler's List ,96067179.0,R,22000000.0,1993.0,1.85,schindler's list,Biography,336.6689954545455,R,8,>7 & <=10
1875,8.1,146.0,Drama,black servant|chocolate pie|jackson mississippi|maid|writing a novel,English,USA,The Help ,169705587.0,PG-13,25000000.0,2011.0,1.85,the help,Drama,578.822348,PG-13,8,>7 & <=10
1876,6.2,128.0,Biography|Drama|Thriller,computer hacker|internet|news leak|whistleblowing|wikileaks,English,USA,The Fifth Estate ,3254172.0,R,28000000.0,2013.0,2.35,the fifth estate,Biography,-88.37795714285714,R,6,>5 & <=7
1877,4.9,93.0,Adventure|Comedy|Family|Fantasy|Horror|Mystery,ghost|masked villain|monster|museum|tv,English,USA,Scooby-Doo 2: Monsters Unleashed ,84185387.0,PG,80000000.0,2004.0,1.85,scooby-doo 2: monsters unleashed,Adventure,5.23173375,PG,4,<4
1879,5.8,97.0,Action|Horror|Thriller,elm street|freddy krueger|jason voorhees|serial killer|slasher,English,USA,Freddy vs. Jason ,82163317.0,R,30000000.0,2003.0,2.35,freddy vs. jason,Action,173.87772333333334,R,5,>4 & <=5
1881,6.0,82.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,alien|boy genius|children|genius|rescue,English,USA,Jimmy Neutron: Boy Genius ,80920948.0,G,30000000.0,2001.0,1.85,jimmy neutron: boy genius,Action,169.73649333333333,G,6,>5 & <=7
1882,7.0,85.0,Action|Adventure|Horror|Sci-Fi,brooklyn new york city|found footage|night vision|statue of liberty new york city|subway tunnel,English,USA,Cloverfield ,80034302.0,PG-13,25000000.0,2008.0,1.85,cloverfield,Action,220.13720800000002,PG-13,7,>5 & <=7
1883,6.0,88.0,Action|Adventure|Comedy|Family|Sci-Fi,chop socky|mutant|ninja|shredder|turtle,English,USA,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,78656813.0,PG,25000000.0,1991.0,1.85,teenage mutant ninja turtles ii: the secret of the ooze,Action,214.627252,PG,6,>5 & <=7
1884,7.9,119.0,Crime|Drama|Thriller,corrupt judge|tax evasion|tough cop|white suit|year 1930,English,USA,The Untouchables ,76270454.0,R,25000000.0,1987.0,2.35,the untouchables,Crime,205.081816,R,7,>5 & <=7
1885,8.1,122.0,Crime|Drama|Thriller,coin toss|desert|sheriff|texas|tracking device,English,USA,No Country for Old Men ,74273505.0,R,25000000.0,2007.0,2.35,no country for old men,Crime,197.09402,R,8,>7 & <=10
1886,6.2,99.0,Action|Comedy|Crime|Romance,gunfight|outrunning explosion|police|security guard|street shootout,English,USA,Ride Along ,134141530.0,PG-13,25000000.0,2014.0,2.35,ride along,Action,436.56612,PG-13,6,>5 & <=7
1887,6.7,97.0,Comedy|Drama|Romance,american actress playing british character|book publishing|calorie counting|employer employee relationship|rabbit costume,English,UK,Bridget Jones's Diary ,71500556.0,R,26000000.0,2001.0,2.35,bridget jones's diary,Comedy,175.00213846153846,R,6,>5 & <=7
1888,7.3,121.0,Drama|Romance,chocolate|chocolate shop|food|france|village,English,UK,Chocolat ,71309760.0,PG-13,25000000.0,2000.0,1.85,chocolat,Drama,185.23904,PG-13,7,>5 & <=7
1889,4.6,95.0,Comedy,animal rights|congresswoman|doorman|transvestism|washington d.c.,English,USA,"Legally Blonde 2: Red, White & Blonde ",89808372.0,PG-13,45000000.0,2003.0,1.85,"legally blonde 2: red, white & blonde",Comedy,99.57416,PG-13,4,<4
1890,6.1,105.0,Comedy|Family,chores|father figure|helicopter parents|in laws|punishment,English,USA,Parental Guidance ,77264926.0,PG,25000000.0,2012.0,1.85,parental guidance,Comedy,209.059704,PG,6,>5 & <=7
1891,6.2,108.0,Comedy|Romance,ex girlfriend|funeral|hospital|male objectification|summer camp,English,USA,No Strings Attached ,70625986.0,R,25000000.0,2011.0,2.35,no strings attached,Comedy,182.50394400000002,R,6,>5 & <=7
1892,7.8,134.0,Action|Biography|Drama|History|Romance|Western,cigar smoking|cowboy|duel|outlaw|tombstone arizona,English,USA,Tombstone ,56505065.0,R,25000000.0,1993.0,2.35,tombstone,Action,126.02026,R,7,>5 & <=7
1893,6.1,115.0,Action|Crime|Thriller,death|hong kong|kung fu|prison|waterfront,English,USA,Romeo Must Die ,55973336.0,R,25000000.0,2000.0,2.35,romeo must die,Action,123.893344,R,6,>5 & <=7
1895,5.8,86.0,Horror,amusement park|death|fate|premonition|roller coaster,English,Germany,Final Destination 3 ,54098051.0,R,25000000.0,2006.0,2.35,final destination 3,Horror,116.392204,R,5,>4 & <=5
1896,6.5,101.0,Drama|Romance,arrogance|child in peril|disarming someone|kennel|post traumatic stress disorder,English,USA,The Lucky One ,60443237.0,PG-13,25000000.0,2012.0,2.35,the lucky one,Drama,141.77294799999999,PG-13,6,>5 & <=7
1897,7.2,96.0,Adventure|Drama|Family|Fantasy,bully|friend|imagination|reality|troll,English,USA,Bridge to Terabithia ,82234139.0,PG,17000000.0,2007.0,1.85,bridge to terabithia,Adventure,383.7302294117647,PG,7,>5 & <=7
1898,7.8,101.0,Biography|Drama|Family,boy|inspiration|reference to peter pan|stage play|widow,English,USA,Finding Neverland ,51676606.0,PG,25000000.0,2004.0,2.35,finding neverland,Biography,106.70642400000001,PG,7,>5 & <=7
1899,4.7,100.0,Comedy|Drama,christmas|holiday|madea series|rural setting|stubbornness,English,USA,A Madea Christmas ,52528330.0,PG-13,25000000.0,2013.0,1.85,a madea christmas,Comedy,110.11332,PG-13,4,<4
1900,6.8,117.0,Action|Adventure|Drama|Thriller,alaska|leadership|snow|survival|wilderness,English,USA,The Grey ,51533608.0,R,25000000.0,2011.0,2.35,the grey,Action,106.13443199999999,R,6,>5 & <=7
1901,5.9,101.0,Drama|Horror|Mystery|Thriller,bathtub|psychologist|pushed out a window|smothered with a pillow|telescope,English,USA,Hide and Seek ,51097664.0,R,30000000.0,2005.0,2.35,hide and seek,Drama,70.32554666666667,R,5,>4 & <=5
1902,7.2,98.0,Comedy,1970s|anchorman|news anchor|newsroom|tv station,English,USA,Anchorman: The Legend of Ron Burgundy ,84136909.0,PG-13,26000000.0,2004.0,1.85,anchorman: the legend of ron burgundy,Comedy,223.60349615384615,PG-13,7,>5 & <=7
1903,8.7,146.0,Biography|Crime|Drama,betrayal|gangster|mafia|organized crime|robbery,English,USA,Goodfellas ,46836394.0,R,25000000.0,1990.0,1.85,goodfellas,Biography,87.34557600000001,R,8,>7 & <=10
1904,5.0,102.0,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,cia|nanobot|prep school|scientist|teenager,English,USA,Agent Cody Banks ,47285499.0,PG,26000000.0,2003.0,2.35,agent cody banks,Action,81.86730384615385,PG,5,>4 & <=5
1905,6.6,97.0,Comedy|Family|Fantasy,father|governess|magic|nanny|widower,English,USA,Nanny McPhee ,47124400.0,PG,25000000.0,2005.0,2.35,nanny mcphee,Comedy,88.4976,PG,6,>5 & <=7
1906,8.3,142.0,Crime|Drama,assassination attempt|capitalism|cocaine|cuban american|cuban refugee,English,USA,Scarface ,44700000.0,R,25000000.0,1983.0,2.35,scarface,Crime,78.8,R,8,>7 & <=10
1907,6.7,98.0,Action|Adventure|Comedy|Crime,boss|ghetto|money|robber|robbery,English,USA,Nothing to Lose ,44455658.0,R,25000000.0,1997.0,1.85,nothing to lose,Action,77.822632,R,6,>5 & <=7
1908,7.8,219.0,Biography|Drama|History,abdication|china|emperor|forbidden city|republic,English,China,The Last Emperor ,43984230.0,PG-13,23000000.0,1987.0,2.35,the last emperor,Biography,91.23578260869564,PG-13,7,>5 & <=7
1909,6.5,109.0,Action|Crime|Drama|Thriller,cocaine|contraband|drug lord|prison|smuggling,English,USA,Contraband ,66489425.0,R,25000000.0,2012.0,2.35,contraband,Action,165.95770000000002,R,6,>5 & <=7
1910,6.1,97.0,Action|Comedy|Crime|Thriller,blood splatter|fistfight|murder|police|prison bus,English,USA,Money Talks ,41067398.0,R,25000000.0,1997.0,2.35,money talks,Action,64.269592,R,6,>5 & <=7
1911,8.1,158.0,Drama,alcoholic|alcoholism|money|oil|turn of the century,English,USA,There Will Be Blood ,40218903.0,R,25000000.0,2007.0,2.35,there will be blood,Drama,60.875612000000004,R,8,>7 & <=10
1912,5.2,85.0,Adventure|Animation|Comedy|Family|Fantasy,africa|chimpanzee|elephant|safari|shaman,English,USA,The Wild Thornberrys Movie ,39880476.0,PG,25000000.0,2002.0,2.35,the wild thornberrys movie,Adventure,59.521904000000006,PG,5,>4 & <=5
1913,5.6,80.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,kid|oxygen|rugrats|trapped underwater|underwater,English,USA,Rugrats Go Wild ,39399750.0,PG,25000000.0,2003.0,2.35,rugrats go wild,Adventure,57.599000000000004,PG,5,>4 & <=5
1914,5.8,86.0,Action|Comedy,african american|cadillac|disguise|secret agent|undercover,English,USA,Undercover Brother ,38230435.0,PG-13,25000000.0,2002.0,1.85,undercover brother,Action,52.92173999999999,PG-13,5,>4 & <=5
1915,6.6,119.0,Comedy|Drama|Family|Romance,friendship|jeans|pants|summer|vacation,English,USA,The Sisterhood of the Traveling Pants ,39008741.0,PG,25000000.0,2005.0,2.35,the sisterhood of the traveling pants,Comedy,56.034963999999995,PG,6,>5 & <=7
1916,6.6,98.0,Action|Crime|Drama|Thriller,action hero|chinese|forced prostitution|one man army|title spoken by character,English,France,Kiss of the Dragon ,36833473.0,R,25000000.0,2001.0,2.35,kiss of the dragon,Action,47.333892,R,6,>5 & <=7
1917,5.5,97.0,Comedy|Romance,makeover|party|playboy|playboy mansion|sorority,English,USA,The House Bunny ,48237389.0,PG-13,25000000.0,2008.0,2.35,the house bunny,Comedy,92.949556,PG-13,5,>4 & <=5
1919,7.0,124.0,Biography|Drama|Sport,baseball|based on true story|india|sports agent|training,English,USA,Million Dollar Arm ,36447959.0,PG,25000000.0,2014.0,2.39,million dollar arm,Biography,45.791836,PG,7,>5 & <=7
1920,6.5,97.0,Drama|Romance|Sci-Fi,black and white segues into color|color|community|dystopia|infanticide,English,South Africa,The Giver ,45089048.0,PG-13,25000000.0,2014.0,2.35,the giver,Drama,80.35619200000001,PG-13,6,>5 & <=7
1921,5.8,105.0,Comedy|Drama|Family|Romance,american|daughter|england|father|politician,English,USA,What a Girl Wants ,35990505.0,PG,20000000.0,2003.0,2.35,what a girl wants,Comedy,79.952525,PG,5,>4 & <=5
1922,5.6,104.0,Horror,cheerleader|farmer|fear|high school basketball|nightmare,English,USA,Jeepers Creepers II ,35143332.0,R,17000000.0,2003.0,2.35,jeepers creepers ii,Horror,106.72548235294117,R,5,>4 & <=5
1923,5.6,101.0,Comedy|Romance,breasts|leg spreading|mini skirt|sex|sex in bed,English,USA,Good Luck Chuck ,35000629.0,R,25000000.0,2007.0,1.85,good luck chuck,Comedy,40.002516,R,5,>4 & <=5
1924,5.8,101.0,Action|Crime|Drama|Thriller,camera shot from inside human body|diamond|evil man|heist|terrorism,English,USA,Cradle 2 the Grave ,34604054.0,R,30000000.0,2003.0,2.35,cradle 2 the grave,Action,15.346846666666666,R,5,>4 & <=5
1925,7.6,114.0,Drama|Romance,housewife|lesbian|novel|party|reading,English,USA,The Hours ,41597830.0,PG-13,25000000.0,2002.0,1.85,the hours,Drama,66.39132,PG-13,7,>5 & <=7
1926,6.4,105.0,Comedy|Romance,disguise|roommate|school|soccer|twin,English,USA,She's the Man ,33687630.0,PG-13,20000000.0,2006.0,1.85,she's the man,Comedy,68.43815,PG-13,6,>5 & <=7
1927,6.3,90.0,Comedy|Family,camcorder|cannes|director|lost passport|train,English,UK,Mr. Bean's Holiday ,32553210.0,PG,25000000.0,2007.0,1.85,mr. bean's holiday,Comedy,30.212840000000003,PG,6,>5 & <=7
1928,4.6,97.0,Action|Adventure|Horror|Thriller,anaconda|blood|borneo|flower|orchid,English,USA,Anacondas: The Hunt for the Blood Orchid ,31526393.0,PG-13,25000000.0,2004.0,2.35,anacondas: the hunt for the blood orchid,Action,26.105572,PG-13,4,<4
1929,6.5,144.0,Crime|Drama|Thriller,1970s|flashback|love|money|murder,English,France,Blood Ties ,41229.0,R,25500000.0,2013.0,2.35,blood ties,Crime,-99.83831764705883,R,6,>5 & <=7
1930,7.5,114.0,Drama|Music,baby|cellist|genius|prodigy|rhapsody,English,USA,August Rush ,31655091.0,PG,30000000.0,2007.0,2.35,august rush,Drama,5.516970000000001,PG,7,>5 & <=7
1931,7.5,124.0,Biography|Drama|History,16th century|british royal family|catholic|queen|queen elizabeth i,English,UK,Elizabeth ,30012990.0,R,25000000.0,1998.0,1.85,elizabeth,Biography,20.051959999999998,R,7,>5 & <=7
1932,5.3,89.0,Comedy|Fantasy|Horror|Romance,blood|doll|gore|murder|serial killer,English,Canada,Bride of Chucky ,32368960.0,R,25000000.0,1998.0,1.85,bride of chucky,Comedy,29.475839999999998,R,5,>4 & <=5
1933,7.5,160.0,Action|Drama|History|War,attack|hawaii|navy|pearl harbor|u.s. navy,English,Japan,Tora! Tora! Tora! ,14500000.0,G,25000000.0,1970.0,2.35,tora! tora! tora!,Action,-42.0,G,7,>5 & <=7
1934,3.3,93.0,Comedy|Family|Music,bus|concert|live concert|pop group|spice girl,English,UK,Spice World ,29247405.0,PG,25000000.0,1997.0,1.85,spice world,Comedy,16.98962,PG,3,<4
1936,3.5,88.0,Action|Comedy|Music,african american|dance|overalls|parody|rap,English,USA,Dance Flick ,25615792.0,PG-13,25000000.0,2009.0,1.85,dance flick,Action,2.463168,PG-13,3,<4
1937,9.3,142.0,Crime|Drama,escape from prison|first person narration|prison|prison cell search|wrongful imprisonment,English,USA,The Shawshank Redemption ,28341469.0,R,25000000.0,1994.0,1.85,the shawshank redemption,Crime,13.365875999999998,R,9,>7 & <=10
1938,4.8,92.0,Adventure|Comedy|Crime,boat|crocodile|garbage can|knife|paramount pictures,English,Australia,Crocodile Dundee in Los Angeles ,25590119.0,PG,21150000.0,2001.0,1.85,crocodile dundee in los angeles,Adventure,20.993470449172577,PG,4,<4
1939,6.9,117.0,Comedy|Sport,amish|bowling|on the road|rubber hand|tournament,English,USA,Kingpin ,24944213.0,PG-13,27000000.0,1996.0,2.35,kingpin,Comedy,-7.614025925925925,PG-13,6,>5 & <=7
1940,6.0,111.0,Crime|Drama|Thriller,dog|gambler|gambling|gangster|professor,English,USA,The Gambler ,33631221.0,R,25000000.0,2014.0,2.35,the gambler,Crime,34.524884,R,6,>5 & <=7
1941,7.3,121.0,Drama,based on play|incestuous relationship|pedophilia|secret|teenage daughter,English,USA,August: Osage County ,37738400.0,R,25000000.0,2013.0,2.35,august: osage county,Drama,50.9536,R,7,>5 & <=7
1943,6.6,107.0,Comedy|Drama|Romance,flight|hasselblad camera|los angeles california|love|medium format camera,English,USA,A Lot Like Love ,21835784.0,PG-13,30000000.0,2005.0,1.85,a lot like love,Comedy,-27.214053333333332,PG-13,6,>5 & <=7
1944,7.5,106.0,Biography|Comedy|Drama|Sport,1988 winter olympics|coach|ski jumper|winter|winter olympics,English,UK,Eddie the Eagle ,15785632.0,PG-13,23000000.0,2016.0,2.35,eddie the eagle,Biography,-31.366817391304348,PG-13,7,>5 & <=7
1945,6.9,136.0,Drama|Sport,basketball|basketball player|female nudity|porn actor in mainstream movie|prison,English,USA,He Got Game ,21554585.0,R,25000000.0,1998.0,1.85,he got game,Drama,-13.78166,R,6,>5 & <=7
1946,6.8,97.0,Comedy|Drama|Romance,don juan|mental institution|patient|psychiatrist|retirement,English,USA,Don Juan DeMarco ,22200000.0,PG-13,25000000.0,1994.0,1.85,don juan demarco,Comedy,-11.200000000000001,PG-13,6,>5 & <=7
1948,6.3,108.0,Drama|Romance|War,army|coin collector|love|surfboard|u.s. army,English,USA,Dear John ,80014842.0,PG-13,25000000.0,2010.0,2.35,dear john,Drama,220.05936799999998,PG-13,6,>5 & <=7
1949,6.4,97.0,Action|Crime|Drama|Mystery|Thriller,hacking|hijacking|martial arts|revenge|special forces,English,USA,The Losers ,23527955.0,PG-13,25000000.0,2010.0,2.35,the losers,Action,-5.88818,PG-13,6,>5 & <=7
1950,5.6,99.0,Fantasy|Horror|Thriller,basement|creature|disappearance|interior designer|mansion,English,USA,Don't Be Afraid of the Dark ,24042490.0,R,25000000.0,2010.0,1.85,don't be afraid of the dark,Fantasy,-3.83004,R,5,>4 & <=5
1951,6.3,103.0,Action|Crime|Thriller,assassin|betrayal|fbi|fbi agent|yakuza,English,USA,War ,22466994.0,R,25000000.0,2007.0,2.35,war,Action,-10.132024000000001,R,6,>5 & <=7
1952,7.3,95.0,Comedy|Drama|Romance|Thriller,harmonium|love|phone sex|pudding|sister,English,USA,Punch-Drunk Love ,17791031.0,R,25000000.0,2002.0,2.35,punch-drunk love,Comedy,-28.835876,R,7,>5 & <=7
